"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Advanced Apprenticeship,Level 3,z,360,150
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Total,Higher Apprenticeship,Total,z,40880,8870
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",One (most deprived),Higher Apprenticeship,Total,z,5150,1140
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Two,Higher Apprenticeship,Total,z,7520,1620
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Three,Higher Apprenticeship,Total,z,8410,1800
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Four,Higher Apprenticeship,Total,z,9380,1960
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Five (least deprived),Higher Apprenticeship,Total,z,9840,2230
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Higher Apprenticeship,Total,z,590,120
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Total,Higher Apprenticeship,Level 4,z,10870,3990
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",One (most deprived),Higher Apprenticeship,Level 4,z,1680,560
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Two,Higher Apprenticeship,Level 4,z,2070,720
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Three,Higher Apprenticeship,Level 4,z,2250,810
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Four,Higher Apprenticeship,Level 4,z,2360,850
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Five (least deprived),Higher Apprenticeship,Level 4,z,2390,970
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Higher Apprenticeship,Level 4,z,120,70
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Total,Higher Apprenticeship,Level 5,z,12450,3320
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",One (most deprived),Higher Apprenticeship,Level 5,z,1660,440
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Two,Higher Apprenticeship,Level 5,z,2430,640
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Three,Higher Apprenticeship,Level 5,z,2560,680
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Four,Higher Apprenticeship,Level 5,z,2930,730
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Five (least deprived),Higher Apprenticeship,Level 5,z,2690,810
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Higher Apprenticeship,Level 5,z,190,40
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Total,Higher Apprenticeship,Level 6,z,4320,470
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",One (most deprived),Higher Apprenticeship,Level 6,z,490,60
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Two,Higher Apprenticeship,Level 6,z,750,90
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Three,Higher Apprenticeship,Level 6,z,910,80
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Four,Higher Apprenticeship,Level 6,z,1000,120
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Five (least deprived),Higher Apprenticeship,Level 6,z,1100,120
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Higher Apprenticeship,Level 6,z,80,low
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Total,Higher Apprenticeship,Level 7,z,13240,1100
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",One (most deprived),Higher Apprenticeship,Level 7,z,1320,80
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Two,Higher Apprenticeship,Level 7,z,2270,180
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Three,Higher Apprenticeship,Level 7,z,2690,240
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Four,Higher Apprenticeship,Level 7,z,3100,250
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Five (least deprived),Higher Apprenticeship,Level 7,z,3660,350
201920,Academic year,National,England,E92000001,Total,Total,"Business, Administration and Law",Unknown,Higher Apprenticeship,Level 7,z,200,10
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Total,Total,z,21920,9470
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Total,Total,z,4180,1950
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Total,Total,z,4200,1830
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Total,Total,z,4570,2070
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Total,Total,z,4450,1870
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Total,Total,z,4310,1690
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Total,Total,z,220,70
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Intermediate Apprenticeship,Total,z,11280,6160
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Intermediate Apprenticeship,Total,z,2540,1410
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Intermediate Apprenticeship,Total,z,2260,1220
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Intermediate Apprenticeship,Total,z,2390,1360
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Intermediate Apprenticeship,Total,z,2090,1140
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Intermediate Apprenticeship,Total,z,1910,980
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Intermediate Apprenticeship,Total,z,90,40
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Intermediate Apprenticeship,Level 2,z,11280,6160
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Intermediate Apprenticeship,Level 2,z,2540,1410
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Intermediate Apprenticeship,Level 2,z,2260,1220
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Intermediate Apprenticeship,Level 2,z,2390,1360
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Intermediate Apprenticeship,Level 2,z,2090,1140
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Intermediate Apprenticeship,Level 2,z,1910,980
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Intermediate Apprenticeship,Level 2,z,90,40
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Advanced Apprenticeship,Total,z,6380,2720
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Advanced Apprenticeship,Total,z,1160,450
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Advanced Apprenticeship,Total,z,1240,530
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Advanced Apprenticeship,Total,z,1310,590
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Advanced Apprenticeship,Total,z,1340,580
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Advanced Apprenticeship,Total,z,1260,560
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Advanced Apprenticeship,Total,z,80,30
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Advanced Apprenticeship,Level 3,z,6380,2720
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Advanced Apprenticeship,Level 3,z,1160,450
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Advanced Apprenticeship,Level 3,z,1240,530
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Advanced Apprenticeship,Level 3,z,1310,590
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Advanced Apprenticeship,Level 3,z,1340,580
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Advanced Apprenticeship,Level 3,z,1260,560
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Advanced Apprenticeship,Level 3,z,80,30
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Higher Apprenticeship,Total,z,4260,590
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Higher Apprenticeship,Total,z,480,80
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Higher Apprenticeship,Total,z,700,80
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Higher Apprenticeship,Total,z,870,120
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Higher Apprenticeship,Total,z,1020,150
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Higher Apprenticeship,Total,z,1140,150
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Higher Apprenticeship,Total,z,40,10
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Higher Apprenticeship,Level 4,z,1110,350
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Higher Apprenticeship,Level 4,z,140,50
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Higher Apprenticeship,Level 4,z,200,50
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Higher Apprenticeship,Level 4,z,210,70
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Higher Apprenticeship,Level 4,z,280,80
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Higher Apprenticeship,Level 4,z,280,90
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Higher Apprenticeship,Level 4,z,10,low
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Higher Apprenticeship,Level 5,z,420,230
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Higher Apprenticeship,Level 5,z,70,40
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Higher Apprenticeship,Level 5,z,60,20
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Higher Apprenticeship,Level 5,z,90,50
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Higher Apprenticeship,Level 5,z,110,70
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Five (least deprived),Higher Apprenticeship,Level 5,z,90,50
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Unknown,Higher Apprenticeship,Level 5,z,low,low
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Total,Higher Apprenticeship,Level 6,z,2440,20
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",One (most deprived),Higher Apprenticeship,Level 6,z,250,low
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Two,Higher Apprenticeship,Level 6,z,380,low
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Three,Higher Apprenticeship,Level 6,z,500,10
201920,Academic year,National,England,E92000001,Total,Total,"Construction, Planning and the Built Environment",Four,Higher Apprenticeship,Level 6,z,580,10
